rate,period,rate_type,exchanges_included,base_asset,calc_window,partition_size,start_time,end_time
D2X-KAIKO_BTCEUR,Q22020,real_time,"bfly,cbse,krkn,stmp",btc,60,6,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
D2X-KAIKO_BTCEUR_LDN,Q22020,index_fixing,"bfly,cbse,krkn,stmp",btc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
D2X-KAIKO_BTCEUR_LDNLF,Q22020,index_fixing,"bfly,cbse,krkn,stmp",btc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
D2X-KAIKO_ETHEUR,Q22020,real_time,"cbse,krkn,stmp",eth,60,6,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
D2X-KAIKO_ETHEUR_LDN,Q22020,index_fixing,"cbse,krkn,stmp",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
D2X-KAIKO_ETHEUR_LDNLF,Q22020,index_fixing,"cbse,krkn,stmp",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
EDX-KAIKO_BTCUSDC,Q22020,real_time,"binc,cbse,cnex,polo",btc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
EDX-KAIKO_BTCUSDT,Q22020,real_time,"bfrx,binc,huob,okex,zbcn",btc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
EDX-KAIKO_ETHUSDC,Q22020,real_time,"binc,cbse,cnex,krkn,polo",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
EDX-KAIKO_ETHUSDT,Q22020,real_time,"bbox,binc,bitz,exxa,huob",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ADAUSD,Q22020,real_time,"btrx,cexi,krkn",ada,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ADAUSD_LDN,Q22020,index_fixing,"btrx,cexi,krkn",ada,900,90,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ADAUSD_NYC,Q22020,index_fixing,"btrx,cexi,krkn",ada,1800,180,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ADAUSD_SGP,Q22020,index_fixing,"btrx,cexi,krkn",ada,1800,180,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BATUSD,Q22020,real_time,"btrx,cexi,gmni,krkn",bat,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BATUSD_LDN,Q22020,index_fixing,"btrx,cexi,gmni,krkn",bat,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BATUSD_NYC,Q22020,index_fixing,"btrx,cexi,gmni,krkn",bat,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BATUSD_SGP,Q22020,index_fixing,"btrx,cexi,gmni,krkn",bat,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BCHUSD,Q22020,real_time,"cbse,gmni,krkn,lmax,stmp",bch,60,6,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BCHUSD_LDN,Q22020,index_fixing,"cbse,gmni,krkn,lmax,stmp",bch,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BCHUSD_NYC,Q22020,index_fixing,"cbse,gmni,krkn,lmax,stmp",bch,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BCHUSD_SGP,Q22020,index_fixing,"cbse,gmni,krkn,lmax,stmp",bch,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCEUR,Q22020,real_time,"bfly,cbse,krkn,stmp",btc,60,6,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCEUR_RES,Q22020,real_time,"bfly,cbse,krkn,stmp",btc,60,6,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCGBP,Q22020,real_time,"cbse,cexi,krkn",btc,120,12,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCGBP_RES,Q22020,real_time,"cbse,cexi,krkn",btc,120,12,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCUSD,Q22020,real_time,"cbse,gmni,itbi,krkn,stmp",btc,15,3,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCUSD_15UTC,Q22020,index_fixing,"cbse,gmni,itbi,krkn,stmp",btc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCUSD_1S,Q22020,real_time,"cbse,gmni,itbi,krkn,stmp",btc,15,3,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCUSD_LDN,Q22020,index_fixing,"cbse,gmni,itbi,krkn,stmp",btc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCUSD_NYC,Q22020,index_fixing,"cbse,gmni,itbi,krkn,stmp",btc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_BTCUSD_SGP,Q22020,index_fixing,"cbse,gmni,krkn,quon,stmp",btc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_DAIUSD,Q22020,real_time,"btrx,cbse,gmni,krkn,okcn",dai,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_DAIUSD_LDN,Q22020,index_fixing,"btrx,cbse,gmni,krkn,okcn",dai,1800,180,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_DAIUSD_NYC,Q22020,index_fixing,"btrx,cbse,gmni,krkn,okcn",dai,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_DAIUSD_SGP,Q22020,index_fixing,"btrx,cbse,gmni,krkn,okcn",dai,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_DASHUSD,Q22020,real_time,"btrx,cbse,krkn",dash,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_DASHUSD_LDN,Q22020,index_fixing,"btrx,cbse,krkn",dash,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_DASHUSD_NYC,Q22020,index_fixing,"btrx,cbse,krkn",dash,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_DASHUSD_SGP,Q22020,index_fixing,"btrx,cbse,krkn",dash,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHEUR,Q22020,real_time,"cbse,krkn,stmp",eth,60,6,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHEUR_RES,Q22020,real_time,"cbse,krkn,stmp",eth,60,6,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHGBP,Q22020,real_time,"cbse,cexi,krkn",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHGBP_RES,Q22020,real_time,"cbse,cexi,krkn",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHUSD,Q22020,real_time,"cbse,gmni,krkn,lmax,stmp",eth,30,3,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHUSD_15UTC,Q22020,index_fixing,"cbse,gmni,krkn,lmax,stmp",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHUSD_LDN,Q22020,index_fixing,"cbse,gmni,krkn,lmax,stmp",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHUSD_NYC,Q22020,index_fixing,"cbse,gmni,krkn,lmax,stmp",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ETHUSD_SGP,Q22020,index_fixing,"btrx,cbse,gmni,krkn,stmp",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_LINKUSD,Q22020,real_time,"cbse,gmni,krkn",link,60,6,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_LINKUSD_LDN,Q22020,index_fixing,"cbse,gmni,krkn",link,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_LINKUSD_NYC,Q22020,index_fixing,"cbse,gmni,krkn",link,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_LINKUSD_SGP,Q22020,index_fixing,"cbse,gmni,krkn",link,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_LTCUSD,Q22020,real_time,"btrx,cbse,gmni,krkn,stmp",ltc,30,3,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_LTCUSD_LDN,Q22020,index_fixing,"btrx,cbse,gmni,krkn,stmp",ltc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_LTCUSD_NYC,Q22020,index_fixing,"btrx,cbse,gmni,krkn,stmp",ltc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_LTCUSD_SGP,Q22020,index_fixing,"btrx,cbse,gmni,krkn,stmp",ltc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_TRXUSD,Q22020,real_time,"btrx,cexi,krkn,okcn",trx,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_TRXUSD_LDN,Q22020,index_fixing,"btrx,cexi,krkn,okcn",trx,1200,120,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_TRXUSD_NYC,Q22020,index_fixing,"btrx,cexi,krkn,okcn",trx,1800,180,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_TRXUSD_SGP,Q22020,index_fixing,"btrx,cexi,krkn,okcn",trx,1800,180,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_USDCUSD,Q22020,real_time,"btrx,krkn,okcn",usdc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_USDCUSD_LDN,Q22020,index_fixing,"btrx,krkn,okcn",usdc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_USDCUSD_NYC,Q22020,index_fixing,"btrx,krkn,okcn",usdc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_USDCUSD_SGP,Q22020,index_fixing,"btrx,krkn,okcn",usdc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_USDTUSD,Q22020,real_time,"btrx,krkn,okcn",usdt,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_USDTUSD_LDN,Q22020,index_fixing,"btrx,krkn,okcn",usdt,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_USDTUSD_NYC,Q22020,index_fixing,"btrx,krkn,okcn",usdt,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_USDTUSD_SGP,Q22020,index_fixing,"btrx,krkn,okcn",usdt,600,60,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_XRPUSD,Q22020,real_time,"cbse,krkn,lmax,stmp",xrp,20,2,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_XRPUSD_LDN,Q22020,index_fixing,"cbse,krkn,lmax,stmp",xrp,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_XRPUSD_NYC,Q22020,index_fixing,"cbse,krkn,lmax,stmp",xrp,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_XRPUSD_SGP,Q22020,index_fixing,"cbse,krkn,lmax,stmp",xrp,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ZECUSD,Q22020,real_time,"btrx,gmni,krkn",zec,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ZECUSD_LDN,Q22020,index_fixing,"btrx,gmni,krkn",zec,600,60,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ZECUSD_NYC,Q22020,index_fixing,"btrx,gmni,krkn",zec,900,90,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_BRR_ZECUSD_SGP,Q22020,index_fixing,"btrx,gmni,krkn",zec,1200,120,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ABBCUSDT,Q22020,real_time,bfrx,abbc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ABBCUSDT_LDN,Q22020,index_fixing,bfrx,abbc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ABBCUSDT_NYC,Q22020,index_fixing,bfrx,abbc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ABBCUSDT_SGP,Q22020,index_fixing,bfrx,abbc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ADAUSD,Q22020,real_time,"bnus,btrx,cexi,krkn",ada,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ADAUSD_LDN,Q22020,index_fixing,"bnus,btrx,cexi,krkn",ada,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ADAUSD_LDNLF,Q22020,index_fixing,"bnus,btrx,cexi,krkn",ada,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ADAUSD_NYC,Q22020,index_fixing,"bnus,btrx,cexi,krkn",ada,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ADAUSD_SGP,Q22020,index_fixing,"bnus,btrx,cexi,krkn",ada,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AGLDUSD,Q22020,real_time,btca,agld,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AGLDUSD_LDN,Q22020,index_fixing,btca,agld,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AGLDUSD_NYC,Q22020,index_fixing,btca,agld,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AGLDUSD_SGP,Q22020,index_fixing,btca,agld,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ALGOUSD,Q22020,real_time,"bfnx,bnus,cbse,krkn",algo,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ALGOUSD_LDN,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",algo,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ALGOUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",algo,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ALGOUSD_NYC,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",algo,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ALGOUSD_SGP,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",algo,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AMPLUSD,Q22020,real_time,bfnx,ampl,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AMPLUSD_LDN,Q22020,index_fixing,bfnx,ampl,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AMPLUSD_NYC,Q22020,index_fixing,bfnx,ampl,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AMPLUSD_SGP,Q22020,index_fixing,bfnx,ampl,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ANTUSD,Q22020,real_time,bfnx,ant,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ANTUSD_LDN,Q22020,index_fixing,bfnx,ant,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ANTUSD_NYC,Q22020,index_fixing,bfnx,ant,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ANTUSD_SGP,Q22020,index_fixing,bfnx,ant,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ASTUSD,Q22020,real_time,bfnx,ast,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ASTUSD_LDN,Q22020,index_fixing,bfnx,ast,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ASTUSD_NYC,Q22020,index_fixing,bfnx,ast,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ASTUSD_SGP,Q22020,index_fixing,bfnx,ast,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ATOMUSD,Q22020,real_time,"bfnx,bnus,cbse,krkn",atom,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ATOMUSD_LDN,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",atom,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ATOMUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",atom,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ATOMUSD_NYC,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",atom,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ATOMUSD_SGP,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",atom,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AVTUSD,Q22020,real_time,bfnx,avt,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AVTUSD_LDN,Q22020,index_fixing,bfnx,avt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AVTUSD_NYC,Q22020,index_fixing,bfnx,avt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_AVTUSD_SGP,Q22020,index_fixing,bfnx,avt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BATUSD,Q22020,real_time,"bfnx,bnus,btrx,gmni,krkn",bat,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BATUSD_LDN,Q22020,index_fixing,"bfnx,bnus,btrx,gmni,krkn",bat,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BATUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus,btrx,gmni,krkn",bat,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BATUSD_NYC,Q22020,index_fixing,"bfnx,bnus,btrx,gmni,krkn",bat,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BATUSD_SGP,Q22020,index_fixing,"bfnx,bnus,btrx,gmni,krkn",bat,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHABCUSD,Q22020,real_time,bfnx,bchabc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHABCUSD_LDN,Q22020,index_fixing,bfnx,bchabc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHABCUSD_NYC,Q22020,index_fixing,bfnx,bchabc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHABCUSD_SGP,Q22020,index_fixing,bfnx,bchabc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHSVUSD,Q22020,real_time,yobt,bchsv,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHSVUSD_LDN,Q22020,index_fixing,yobt,bchsv,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHSVUSD_NYC,Q22020,index_fixing,yobt,bchsv,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHSVUSD_SGP,Q22020,index_fixing,yobt,bchsv,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHUSD,Q22020,real_time,"cbse,ftxx,krkn,lmax,stmp",bch,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHUSD_LDN,Q22020,index_fixing,"cbse,gmni,krkn,lmax,stmp",bch,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BCHUSD_LDNLF,Q22020,index_fixing,"cbse,gmni,krkn,lmax,stmp",bch,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
